conversation_id,customer_tweet_id,support_tweet_id,created_at,customer_message,support_reply,char_length_customer,char_length_reply
UBER_0234,247289,250306,Thu Oct 05 16:23:23 +0000 2017,Thank you and for handling my issue,"Thanks for reaching out, Shannon. We have sent you an updated message via DM. Please check your inbox!",35,102
UBER_0235,235537,235536,Thu Oct 05 12:59:55 +0000 2017,If I die today it is because my smart ass driver is texting and driving,That doesn't sound right! Contact us via and we'll be in touch.,71,63
UBER_0236,114553,122377,Fri Nov 24 00:17:11 +0000 2017,"Already did, and was met with poor customer service. Likely won’t use this ride sharing service again.","Hello, Cristina. It appears that our team has followed up with you via email regarding this matter. If you have further questions or concerns, please reply to the email thread and we'll be sure to follow up with you.",102,216
UBER_0237,129935,129934,Fri Nov 24 06:09:48 +0000 2017,"Hi, has the average Uber Eats delivery fee lessened since you guys recategorized our pay",We're here to help! Send us a DM with your email address so we can connect.,88,75
UBER_0238,248412,248411,Thu Oct 05 15:01:26 +0000 2017,"hi team, I don't understand why you suspended my account, I'm respectful user from you, please help #Uber #Peru","Sorry to hear the trouble, Carlos! Please connect with us further about this at Thanks.",111,87
UBER_0239,53650,53648,Wed Nov 01 18:17:58 +0000 2017,You charged me a full ride for a cancelation fee. And your fucking app or website doesn't help. Where can I send an email?,We're here to help! Send us a DM with your email address so we can connect.,122,75
UBER_0240,93820,93821,Thu Nov 30 15:29:35 +0000 2017,I am charged thrice for the uberEATS order that I never placed. Orders were placed in UK while I stay in USA. Let me have my money back.,Here to help! Follow up here; and our team will connect right away.,136,67
UBER_0241,100052,100053,Fri Dec 01 11:39:59 +0000 2017,Hi I am still yet to get a response regarding this. I have dm'd you and you have not got back to me. I have an email with my uber receipt and journey and would like to contact the driver. Please could you help with this and respond to my DM.,We're currently reviewing this situation and we'll be in touch with you via DM shortly.,241,87
UBER_0242,381076,381078,Sat Nov 25 05:37:47 +0000 2017,"I have already raised issue there and got a ""refund"" against next ride? Your cancellation policy never mentions that refund will be against next ride. I dont want to redi again so i want refund in my account.",Happy to take a closer look! Send us a DM with your email address with details so we can follow up.,208,99
UBER_0243,270677,270676,Thu Oct 05 23:05:43 +0000 2017,"When driver doesn't deliver food, will ignore requests for refund, so don't use this service!",Let's take a further look into this. Please send us a DM with your email and phone number linked to your account.,93,113
UBER_0244,2404,2402,Wed Nov 01 02:31:19 +0000 2017,When I open the GPS map on UberEATS and see that my driver has turned down the wrong street:,Here to help. Send us a note at so our team can connect.,92,56
UBER_0245,274348,274346,Fri Oct 06 05:36:06 +0000 2017,"thanks, but she has spoken to someone, but still no resolution. She needs to contact the driver, but he hasn't been reached.",Sorry to hear about this! Send a DM with the e-mail or phone number for the account holder and we'll look into it.,124,114
UBER_0246,306297,306296,Fri Oct 06 22:29:10 +0000 2017,hello uber! PLEASE HELP. I created an twitter account as there is no way to get in touch with you. I'm locked out of my act,"We want to take a look, Dan. We see your DM and will be connecting with you there. Thanks!",123,90
UBER_0247,233985,233987,Thu Oct 05 12:30:29 +0000 2017,It's so sad to see that I need to put in all the efforts to contact you guys for the unprofessionalism.,We're happy to check the status of your support outreach. Please DM us the email linked to your account and we'll follow up.,103,124
UBER_0248,379537,379536,Mon Oct 09 06:39:11 +0000 2017,Now her phone is switched off. And no contact with driver.,We've followed up via DM!,58,25
UBER_0249,298575,298574,Fri Oct 06 18:45:39 +0000 2017,I had an issue with a recent trip and no one the help topics address the issue and there wasnt an option to write a comment under the,We're here to help. Please reach out us via DM with additional details and we'll be in touch.,133,93
UBER_0250,417302,417301,Tue Oct 10 03:24:24 +0000 2017,I think it should be mandatory for Uber driver to be able to read GPS. Way too often I encountered driver who can't read GPS 😑😣😵,Here to help! Please contact us via so we can follow up.,128,56
UBER_0251,344178,344177,Sun Oct 08 00:47:46 +0000 2017,Honestly fuck you guys you guys suck are you that broke that you really need to steal money from a somebody that has done nothing #pathetic,So sorry about the trouble! Please send us a DM with your email address and phone number so we can connect.,139,107
UBER_0252,339999,340001,Sun Oct 08 00:04:53 +0000 2017,it finally worked and I’m in my ride. 😁 Seems like it might have been a short issue. Whew! 👍🏻,Happy to hear! If there's anything else you need don't hesitate to reach out to anytime!,93,88
UBER_0253,325520,325519,Sat Oct 07 15:32:26 +0000 2017,I am livid!!! Everytime an uber driver cancels....I am charged. How do I get my money back?,"Hello, Amanda. We've followed up with you via DM regarding this matter.",91,71
UBER_0254,122388,122384,Fri Nov 24 00:14:03 +0000 2017,imagine waiting 1 hour 30 mins for your McDonald's order then finding out a whole meal is missing 😡,"Hi, Heather! Sorry for the trouble. Kindly send us a note here; so our team can follow-up.",99,90
UBER_0255,55169,55168,Wed Nov 01 18:54:45 +0000 2017,I was hit by a driver of yours and he didn't have insurance. Thought you should know.,We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,85,96
UBER_0256,70662,70661,Thu Nov 30 09:35:20 +0000 2017,"Asides keeping mute on our compromised data, your drivers in Ghana don't know how to use Google Maps. 🤨",Here to help! Send us a note via and we'll be in touch.,103,55
UBER_0257,220009,220008,Thu Oct 05 00:33:26 +0000 2017,Really! I’m part of Tallahasse! #UberEATS #uber,We're always looking to expand. Be sure to keep an eye out for future updates via email or text regarding expansion!,47,116
UBER_0258,350506,350505,Sun Oct 08 10:19:32 +0000 2017,"why to choose longest way, when better option is available, will help in saving money as well as reduction of pollution #globalwarming","Here to help! Send us a note here, and our team will follow up.",134,63
UBER_0259,377790,377789,Mon Oct 09 04:17:12 +0000 2017,What happen to India ! Increased the price almost twice and 10 min wait shown and still 10 min more waiting! Thn why would I pay this,Here to help! Follow up here; and our team will connect right away.,133,67
UBER_0260,392292,392291,Mon Oct 09 00:53:03 +0000 2017,"Help! I placed an order with UberEats, which was delivered incomplete and now I'm apparently locked out of my account...?","Happy to help, Sean! We followed up with you via DM.",121,52
UBER_0261,392290,392289,Mon Oct 09 16:23:47 +0000 2017,drive went straight past me and then cancelled as I wasn’t about 😂🙄,Sorry for the trouble. Please send us a note at so our team can connect.,67,72
UBER_0262,504259,504257,Fri Dec 01 20:25:45 +0000 2017,Is there a problem with your system or something? Im trying to add a paypal account as a payment method but it keeps telling me to try again later.,We can definitely take a look. Contact us via so we can assist.,147,63
UBER_0263,330972,330970,Sat Oct 07 17:16:31 +0000 2017,I need someone to contact me in regards to a ride last night THAT I DIDNT TAKE. Yet I still paid for it?!?!,"We'd be happy to take a look into this, Katie. Please share details here; so we can further review.",107,99
UBER_0264,408494,408492,Mon Oct 09 22:28:33 +0000 2017,check your accounts y'all! i was just hacked from russia,Kindly send us your contact information with email address so can further assist.,56,81
UBER_0265,143583,143582,Fri Nov 24 13:13:37 +0000 2017,"Hi ,I frgt my headphone in cab , driver got my headphone now he denying to return.pfb screen shot.",We're here to help! Send us a DM with your email address so we can connect.,98,75
UBER_0266,307252,307251,Fri Oct 06 23:24:26 +0000 2017,My last trip I lost one item but was charged the lost item fee twice. Customer service will not issue a refund for the 2nd fee,"Here to help, Rob! Please send us a DM with your email address so we can take a second look at this.",126,100
UBER_0267,466755,466754,Fri Dec 01 05:23:24 +0000 2017,fcuk ur service driver not picking call moshin. 9767764799,We're sorry to hear this was your experience. Contact us via and we'll be in touch.,58,83
UBER_0268,139535,139533,Fri Nov 24 11:19:15 +0000 2017,Its ok But I can't remove my card from payment in app,We're here to help! Send us a DM with your email address so we can connect.,53,75
UBER_0269,401720,401719,Mon Oct 09 17:48:43 +0000 2017,I cant log into my uber account who do I reach ?,"We've been in touch via DM, Damont. Please keep an eye out for our response.",48,76
UBER_0270,433290,433289,Tue Oct 10 11:29:44 +0000 2017,Due to use of cell phone my driver had a sever accident in which my 6year old boy get hurt . Now he is scared to sit in any car .,We've followed up to your DM! Please check there for updates.,129,61
UBER_0271,89440,89438,Thu Nov 30 14:31:40 +0000 2017,logic..1) If driver cancels u pay. 2) If u cancel .. U pay because 'drivers time is wasted' So my tym has no value ?? #UberCheats,Here to help! Send us a note here; and our team will be able to assist!,129,71
UBER_0272,91615,91614,Wed Nov 29 02:36:57 +0000 2017,Are you emailing me via ubersupport...?,"Hi, Aditya. We can see previous replies in the email thread, please locate the support email and reply directly.",39,112
UBER_0273,225277,225276,Sat Nov 25 02:23:28 +0000 2017,I had a bad one Sunday from Ogilvie to The Wit. Back to cabs for me!,Here to help! Connect with us through and we'll be in touch.,68,60
UBER_0274,130576,130574,Fri Nov 24 06:35:54 +0000 2017,the usual great food from was inedible because driver took so long to deliver!,We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,78,126
UBER_0275,125848,125847,Fri Nov 24 02:40:25 +0000 2017,WHY DO I HAVE A $27 CHARGE ON MY CREDIT CARD BUT I NEVER TOOK AN UBER????,Here to help! Send us note via so we can connect.,73,49
UBER_0276,311954,311953,Sat Oct 07 02:59:47 +0000 2017,why did I received these? I did not use uber app for quite some time.,"Happy to help, Pat. Please send us a note here and a member of our team will reach back out.",69,92
UBER_0277,129432,129431,Fri Nov 24 05:37:52 +0000 2017,Received completely wrong order. Complained twice. Le Uber be like : Thank you for your feedback. Such a great customer care. Order 384E6,Let's take a further look into this. Please send us a DM with some additional details on what was missing.,137,106
UBER_0278,286984,286980,Fri Oct 06 14:41:06 +0000 2017,An #Uber driver scammed me for a $150 cleaning fee. Video your ride!!,We're sorry to hear this was your experience. Contact us via and we'll be in touch.,69,83
UBER_0279,219899,219898,Thu Oct 05 03:57:49 +0000 2017,how about a “pronounced as” feature for names on riders’/drivers’ profiles? (asking for a friend w/ Hindi consonants in his name).,We can take a look! Send us a note via so our team can get in touch.,130,68
UBER_0280,375600,375599,Sun Oct 08 23:55:05 +0000 2017,my name is Samantha sanders left my phone in a driver named alanso car he drives a Chrysler van my Email is __email__,Here to help! Get in contact with your driver here:,117,51
UBER_0281,352199,352198,Sun Oct 08 12:31:28 +0000 2017,When your driver tries to cop an attitude @ 5am in Vegas..... no sir. Ain't nobody in the mood for all that.,"We can absolutely follow up, Sabrina! Send us a note at so our team can assist you.",108,83
UBER_0282,207251,207250,Fri Oct 06 21:55:03 +0000 2017,I have been charged $335 for a trip that usually costs me well under $30. Have tried getting help from you but no response,"Let's take a closer look at this for you, Matt. Please DM us your email address, we'll follow up:",122,97
UBER_0283,441162,441161,Fri Oct 27 13:31:00 +0000 2017,Dude! again! Over 29 min on a 6 min eta in Lower East Side in Manhattan! NOT ACCEPTABLE! Quite pissed off.,"Sorry for the trouble! Send us a note here, and our team will be in touch.",106,74
UBER_0284,185268,185266,Tue Oct 24 17:54:13 +0000 2017,I haven’t provided my info?,We had your info on file. A member of our team will be in contact with you shortly via email or in-app support.,27,111
UBER_0285,352181,352180,Sun Oct 08 12:35:26 +0000 2017,"Thanks, we already wrote through the app. But what kind of policy is that? HE cancelled after passing right in front of us.",We would like to help make this right as this shouldn't have happened. Please DM us your email so we can take care of this.,123,123
UBER_0286,73671,73670,Wed Nov 29 22:06:52 +0000 2017,I hate this I waited 20 minutes to get charged for a ride I didn't take,We can take a look on this. Kindly send a note at so we can connect.,71,68
UBER_0287,468326,468327,Fri Dec 01 14:35:46 +0000 2017,Then why do you have an account in Tweeter and why is it called Uber Support,"Happy to explain, Sailesh. We're Uber Support and we're always here to help, but sometimes there is personal and sensitive information that we cannot discuss publicly. This is why we ask you to DM us your email address and phone number so no one else can see it but us.",76,269
UBER_0288,310610,310609,Sat Oct 07 02:07:55 +0000 2017,YO Uber what’s up?? Even with surge pricing it shouldn’t be this high #flatfare #699,We see your message and will be following up via DM.,84,52
UBER_0289,129982,129981,Fri Nov 24 06:10:43 +0000 2017,cannot apply promo codes to account linked with 9428073737 Pls check.,Let's take a closer look! Send us a note via so our team can follow up.,69,71
UBER_0290,2412,2411,Sun Nov 26 00:17:09 +0000 2017,How did I not get a ride out of this surge!? I’m at the Four Seasons resort and there is only one car around me and it’s farther away. Thanks . #scrubered.,We can take a look! Send us a note via so our team can get in touch.,155,68
UBER_0291,60358,60357,Wed Nov 01 20:48:46 +0000 2017,Uber disables my account every fucking two days for dumbass reasons!!! 🖕🏽,Here to help! Send us a note via so our team can connect.,73,57
UBER_0292,137799,137798,Fri Nov 24 10:09:54 +0000 2017,". Every time i take a cab from pune railway station ,parking man forces uber driver(who haven't parked his cab) to pay parking charges who came to pick their customer and not from OLA . Why???",Here to help! Please reach out to and fill out the boxes at the bottom so we can get in touch.,192,94
UBER_0293,310299,310298,Sat Oct 07 01:32:55 +0000 2017,"Horrifying experience on advance trip booking. Ride booked on Tue 3 Oct for Oct 4 2355hours, arbitrarily cancelled by Uber",We're sorry to hear about the trouble. Please send us a DM with your account email and trip details so we can follow up.,122,120
UBER_0294,277898,277896,Fri Oct 06 07:47:29 +0000 2017,lost mobile yesterday in the cab... Driver said he didn't see it but looked like wanted to leave soon.. Please help,So sorry about the trouble! Please send us a DM with your email address so we can connect.,115,90
UBER_0295,19540,19539,Wed Nov 01 06:28:50 +0000 2017,"Your support sucks. I DMed you guys for help and you forwarded me to your help page, but if you read my DM you would see I can't even login.",Here to help. A member of our team has followed up via DM.,140,58
UBER_0296,129443,129442,Fri Nov 24 05:29:04 +0000 2017,Blocked my Number 9680816234 .. why? What should i do now??,Hi there! Please reach out to and fill out the boxes at the bottom so we can get in touch.,59,90
UBER_0297,356477,356475,Sun Oct 08 14:46:38 +0000 2017,Frustrating to have drivers show up and then not accept your fare because of a small dog.,We're here to help! Find out more about riding with your pets here:,89,67
UBER_0298,266199,266197,Thu Oct 05 22:42:40 +0000 2017,my account was hacked. I changed my password. Is there anything else I should do? Please assist me,Happy to help! Please reach out here so we can take a deeper look into this:,98,76
UBER_0299,74898,74900,Thu Nov 30 12:43:46 +0000 2017,"That’s why I don’t want to use uber again, you need to fix this and not match drivers from so far away","Appreciate the feedback, Benjamin. The Uber app will pair the rider with the closest available driver to their requested pick up location. We do hope that driver availability will be more evenly distributed to prevent this situation in the future.",102,247
UBER_0300,170432,170431,Fri Nov 24 21:29:15 +0000 2017,hi my Uber isn’t accepting any PayPal accounts and I’m basically stranded lol,Here to help! Follow up here; and our team will connect right away.,77,67
UBER_0301,19582,433298,Tue Oct 10 15:25:17 +0000 2017,"Are you guys active in resolving passenger issue ? Or just in promoting urself as "" apni gadi samjho "" campaign?",Please send us a DM with your Uber account email address and phone number so we can follow up.,112,94
UBER_0302,468297,468298,Fri Dec 01 13:13:51 +0000 2017,I have received a reply saying that I need to change my phone number back to my Delhi number in my account. However I'm not able to change my phone number. How do I do that?,"Hi, Shruti. Our team has followed up with you via email regarding your concern. If you have further questions, please reply to the email thread and we'll be sure to follow up with you.",173,184
UBER_0303,42682,42681,Wed Nov 01 15:44:45 +0000 2017,Somebody is using my account illegally . Your app and website do not address these issues . I have changed the password 5 times,Please send us a DM with your Uber account email address and phone number so we can follow up.,127,94
UBER_0304,362523,362522,Sun Oct 08 16:16:40 +0000 2017,still waiting for my account to be disabled 🤗,Sorry to hear about the trouble! We've been in touch via DM!,45,60
UBER_0305,496109,496108,Fri Dec 01 17:59:30 +0000 2017,how do I go about getting my money back for something that didn’t come? You cancelled my order after an hour of waiting but still charged me via PayPal a few hours later? And the woman on the phone hung up on me.,"Here to help! Send us a note here, and our team will follow up.",212,63
UBER_0306,127667,148314,Fri Nov 24 14:36:37 +0000 2017,Again its was showing 129 ripped and I charged 234 rupees. This is how you going to do fraud. Not going use Uber did not got the solution and again charged high,"We want to follow up, Smita. Can you please send a note our way at",160,66
UBER_0307,482449,482448,Fri Dec 01 14:00:40 +0000 2017,this is a joke. 45 mins is not a slight delay ffs,Send us a note here; and our team will be able to help!,49,55
UBER_0308,104082,104081,Thu Nov 30 17:49:30 +0000 2017,"Hi, i am frequent rider of UBER in India. I have ride with UBER on tuesday 28th in Jaipur and very much unhappy with UBER driver and UBER india support. Let me know your contacts where I can share my experience. Thkx K","Sorry to hear about this experience. Please DM us the trip details, along with your account email so we can follow up with you!",218,127
UBER_0309,485452,485451,Fri Dec 01 15:25:08 +0000 2017,why does it seem like every time a car almost hits me while I'm biking on a bike lane its almost always an Uber driver? Maybe some safe driving tips for your drivers so I dont have to live in fear for my life? #PSA #Brooklyn,"Hi there, we're here to help! Can you send us a DM with your email address so we can connect?",224,93
UBER_0310,322087,322088,Sun Oct 08 11:57:45 +0000 2017,I haven't interested yours support after registering one month of my issue.,"We'd like to look into this, Arnav. Can you please provide us more details via DM?",75,82
UBER_0311,464440,464438,Fri Dec 01 03:40:05 +0000 2017,what the hell. For real? Our food has been done forever probs. Def is cold and is not here yet? Why. I’m so sad and hungry. 😔 help yes?,Here to help! Please send us a note via so we can connect.,135,58
UBER_0312,414042,414040,Mon Oct 09 23:54:42 +0000 2017,.Damn You guys make it damn impossible to keep using my uber account after getting a new phone and new #. Like shit man.,"We're here to help, Victor! Please send us a DM with your Uber account email address.",120,85
UBER_0313,390101,390100,Mon Oct 09 14:41:54 +0000 2017,Why the fk does uBer not have a fkng email system where you can report stuff in depth cos dude there are isssueees! 짜쯩나 진짜 😠😠,"Hi Alyssa, you can contact us online here: http: for any support requests.",125,74
UBER_0314,378870,378869,Mon Oct 09 05:41:25 +0000 2017,y am i not getting any promo codes??,Hi there! you may check this link to get a promotion code,36,57
UBER_0315,53636,53634,Wed Nov 01 17:50:14 +0000 2017,#UBER #DELETEUBER #WORSTSUPPORT,We have followed up via DM.,31,27
UBER_0316,57009,57008,Wed Nov 01 18:37:21 +0000 2017,Why should I send you more info? I gave you the drivers name and plate. I’m moving to,We've followed up via DM.,85,25
UBER_0317,346766,346764,Sun Oct 08 04:20:59 +0000 2017,Hey! I left my phone in my last ride. I can't track it down in other way since I have the two steps verification,Sorry to hear about the troubles. Please send us a note at so we can look into this for you.,112,92
UBER_0318,271038,271036,Fri Oct 06 01:37:44 +0000 2017,I’m having trouble connecting my PayPal with my Uber account in app - says I’m unable to link this PayPal account!,"Let's take a look, Samuel! Please reach out at and we'll follow up.",114,67
UBER_0319,121576,121574,Thu Nov 23 23:53:22 +0000 2017,been waiting over an hour for my McDonald's order 😡😡,Here to help. Send us a note at so our team can connect.,52,56
UBER_0320,437472,437471,Tue Oct 10 06:38:06 +0000 2017,Hey y'all fucking suck trying to get a ride from LAX to anywhere fix that shit,We're here to help - please send us a note at with more details so we can assist you further.,78,93
UBER_0321,95731,95730,Thu Nov 30 16:11:04 +0000 2017,I’m having trouble with my payment - I received an email saying I have an outstanding charge (from a recent Europe trip) but none of my (valid - and I even added another new working card) payment options are going through. An error message keeps appearing.,Here to help! Send us a note via and we'll be in touch.,256,55
UBER_0322,340004,340003,Sat Oct 07 23:56:57 +0000 2017,you guys keep cheating me and adding extra charges. And it's impossible to contact customer service. Switching.,We can definitely take a closer look! Contact us here; so we can help.,111,70
UBER_0323,352197,352196,Wed Oct 04 17:03:20 +0000 2017,The driver lied to me regards to fare and your colleague in help center middle east refused to adjust because of previous requests.,Hi there! We're here to help! Please send us a DM with your email address so we can assist.,131,91
UBER_0324,64325,64322,Thu Nov 30 08:04:01 +0000 2017,. This driver 1. Asked abt the drop when I called to chk his location and claimed nothing wrong in asking abt drop as per Uber policy 2. Arrived at wrong pick up location and then cancelled when asked to come to the desired point Refund cancellation fees,"Happy to help! Send us a note here, and our team will follow up.",254,64
UBER_0325,273475,273474,Fri Oct 06 04:35:41 +0000 2017,"So if I cancel a confirmed ride, I get charged $10. However, if the driver cancels I'm just SOL?",Find out more about cancelling a ride here;,96,43
UBER_0326,411916,411915,Tue Oct 10 00:15:27 +0000 2017,just disable s my account while I was trying to order 😂😂😂 this the dumb shit I'm talking about,Sorry to hear that! Please send us a note at so we can look into this for you.,94,78
UBER_0327,207296,207295,Fri Oct 20 23:10:48 +0000 2017,this is the second time I'm sending a complaint I don't get how your driver doesn't show up but one gets charged pls rectify dis issue,Here to help! Send us a note via so our team can connect.,134,57
UBER_0328,496021,496023,Fri Dec 01 18:36:40 +0000 2017,This is another stupidity redirecting the customers to a different channel Instead of solutioning... Nearly 4 drivers had accepted and have canceled the trips without any prior information and Uber cares nothing.. Rather expects to grief through a proper channel,"Hello, Fredrick. These type of issues are not handled on social media for security reasons. Please DM us the email address linked to your account along with details of your concern so we can follow up.",262,201
UBER_0329,156076,156075,Fri Nov 24 17:00:13 +0000 2017,I'm getting the run around,We've sent you a DM.,26,20
UBER_0330,53068,53067,Wed Nov 01 18:07:11 +0000 2017,why every two weeks it's something wrong with my damn uber,Please let us know some info about the issue you're having. Our team will follow up.,58,84
UBER_0331,181587,181586,Sat Nov 25 01:27:54 +0000 2017,I need to call a driver for lost item. It was not my phone and I did not pay the ride. Do you have a number,Due to our privacy policy we're not able to address these concerns over social. Please have the account holder (or the person you're writing in for) contact us at so we can assist them further. Please let us know if you have any other questions.,107,245
UBER_0332,289837,289838,Sun Oct 08 12:21:59 +0000 2017,If nothing else it saves me the time & effort to reach out to you only to find that you have not done a damn thing 😡 Reference: ece3183daec4,We have received your DM and will be in contact with you there shortly.,140,71
UBER_0333,371172,371169,Sun Oct 08 18:36:10 +0000 2017,Y da hell am I getting receipts 4 rides in Boston td on MY ACCT! Btr give me PH# 2 call 2 FIX ASAP b/c I'm n NJ NOT n BOSTON!,Here to help! Send us a note at so our team can connect .,125,57
UBER_0334,242246,242245,Thu Oct 05 14:04:33 +0000 2017,"you just robbed $10 - the trip vanished as driver passed, she said she didn't cancel - how do I report? #uberstealsmoney",We apologize for any inconvenience. Kindly send us a note at: so we can connect.,120,80
UBER_0335,219951,219950,Thu Oct 05 03:03:35 +0000 2017,"why I have to wait for Uber driver more than 15 mins or wait to finish nearby trip, and driver can’t wait more than 5 mins 😡","Sorry for the trouble! Send us a note here, and our team will be in touch.",124,74
UBER_0336,18444,18442,Wed Nov 01 03:45:43 +0000 2017,Bru why tf would I spend 146$ on a uber ride ?! I kould go get a rental for da day with dat bullshit !,We'll take a look! Kindly send us a note via so our team can connect.,102,69
UBER_0337,504254,504253,Fri Dec 01 20:20:13 +0000 2017,excuse me I’m waiting on some form of response for your help team. I’m tired of waiting 🙃,Looks like our team has connected with you via our in app-support. Please follow up there if you have any questions.,89,116
UBER_0338,134469,134468,Fri Nov 24 08:33:22 +0000 2017,"current Uber driver is driving so slow m afraid l might travel back in time. Parked cycles by the roadside are laughing at us. Crawling to the airport seems quicker. If i miss my flight , can I sue ?",Here to help! Send us a note via so our team can connect.,199,57
UBER_0339,30862,30864,Wed Nov 01 14:28:01 +0000 2017,Thanks but tried with several cards from different banks and countries but still not working :/,Hey Adelio! Can you please provide your account email so we can better connect? We will follow up.,95,98
UBER_0340,6968,6970,Wed Nov 01 01:03:01 +0000 2017,"I don't have any card, so cannot fill the required field. I just want to know if it's a service only for inside USA or not, before purchase.",Happy to take a closer look! Send us a DM with your email address so we can follow up.,140,86
UBER_0341,45622,45624,Wed Nov 01 17:37:21 +0000 2017,Luckily I wasn’t riding in the car with him. Don’t know who he was but here’s his license plate.,"Thank you for providing that information, Daren. We'll pass this to the appropriate team for further review.",96,108
UBER_0342,246166,246165,Thu Oct 05 15:22:27 +0000 2017,It's resolved. Order was cancelled,Happy to hear we were able to get this sorted out. You have a wonderful day!,34,76
UBER_0343,443005,443007,Wed Nov 22 09:13:21 +0000 2017,Thanx alot..finally you understanded my problem...if possible plss say to your team to call me..i feel better..,We definitely understand this is important. We've confirmed that a member of our team will be in touch via email/in-app support as soon as possible. We appreciate your patience.,111,177
UBER_0344,148322,148319,Fri Nov 24 14:30:57 +0000 2017,you have my email __email__ please use it fix and email mettt,"Our team is happy to follow up, Ava. Can you please send us a DM so we can get in touch? We also recommend deleting your public tweet containing private information.",61,165
UBER_0345,232589,232587,Thu Oct 05 11:12:47 +0000 2017,- this IS NOT great customer service!,"We're here to help! Send us a DM with your email address, contact info and more details so we can further assist your concern.",37,126
UBER_0346,333671,333670,Sat Oct 07 19:39:34 +0000 2017,JUST updated DRIVER APP (10-/6) I'm having a lot of issues and getting NO help. Cant se demand any more. Losing $$$,"Sorry to hear that Kevin, please visit: for troubleshooting steps.",115,66
UBER_0347,313536,313535,Sat Oct 07 04:46:07 +0000 2017,dear uber I think so you have forgotten my complaint for the additional charges of fare. Have already given u my email id.,"Hi Karan, our team has reached out so please check your rider app under the 'Help' section or email to see our response.",122,120
UBER_0348,21980,21978,Wed Nov 01 07:51:16 +0000 2017,you all are pissing me off.,Here to help! Please visit for more info:,27,41
UBER_0349,366597,366596,Sun Oct 08 19:11:59 +0000 2017,any particular reason surge pricing doesn't show up always when I am in one?,"Happy to help, Karen. For more information on Surge, please visit this link here:",76,81
UBER_0350,462641,462640,Fri Dec 01 02:09:00 +0000 2017,"Is it just me or is the app distinctly underwhelming? I don't think I've ever had a smooth experience. Between random payment fails, double orders, buttons that just don't work, inability to contact support centre and more.",Here to help! Please send us a note at and we'll be happy to look into this for you.,223,84
UBER_0351,445670,445669,Wed Nov 22 10:12:05 +0000 2017,right i really want use to uber to get to work because taxi always overcharge i just dont know if my town supports uber round here but my journey to work is only 10 mins away,"Hi, Nathan. Uber is currently available in your area. Simply follow the link for more info:",174,91
UBER_0352,54492,54494,Wed Nov 01 19:21:59 +0000 2017,"The promo code worked, but it won't let me take the ride",Happy to look further into this! Please reach out to us with screenshots of the error here: so we can follow up.,56,112
UBER_0353,412236,412235,Sat Nov 25 05:33:03 +0000 2017,need a ride asap but my app is acting up and wont process my request ! Please help!,Here to help! Follow up here; and our team will connect right away.,83,67
UBER_0354,176068,176067,Sat Nov 25 00:04:12 +0000 2017,lost an item in an Uber tried to contact the driver and Uber support no luck. Need help!,We’re here to help! Send us a note via and we'll be in touch.,88,61
UBER_0355,64277,64276,Thu Nov 30 08:22:43 +0000 2017,in #delhi is ridiculously unpunctual & unprofessional. Multiple late arrivals & even a cancellation after waiting.,We're here to help! Send us a note via so our team can connect.,114,63
UBER_0356,492318,492315,Fri Dec 01 17:16:59 +0000 2017,Yo - you just delayed my order by 30 minutes because the driver has now been assigned a new order to deliver before me and now it may not make it in time for me to get before I have to leave. Help!,"We're here to help, Richard. Contact us via so we can assist you right away.",197,76
UBER_0357,390510,390509,Mon Oct 09 14:48:54 +0000 2017,My account was disabled. What do I need to enable it ?,"Let's check this out, Alan. Please send us a DM with your account email address and we'll connect.",54,98
UBER_0358,17288,17286,Wed Nov 01 04:10:33 +0000 2017,A drunk driver just demolished my ... #HappyBirthday,We hope everyone is ok. Please DM us your email address and additional details so we can follow up immediately.,52,111
UBER_0359,507337,507336,Fri Dec 01 21:44:58 +0000 2017,"charged me for two trips, the driver cancelled 🤦🏾‍♂️ hope I️ get reimbursed. What’s their customer service number ?",We apologize for the trouble! Please send us a note at and our team will be in touch.,115,85
UBER_0360,320398,320397,Sat Oct 07 11:44:29 +0000 2017,3 of my credit cards got declined. It says unable to accept this payment method. Try another one. Thoughts?,"Happy to assist, David! Please visit this link here: for more on your inquiry.",107,78
UBER_0361,368832,368831,Sun Oct 08 21:43:57 +0000 2017,"how is it that you can cancel from the drivers end, and when I immediately cancel the new driver you think you can charge me?",Here to help! Please send us a note at and we'll be happy to look into this for you.,125,84
UBER_0362,146852,146850,Fri Nov 24 14:20:54 +0000 2017,Apparently I’ll be charged 157.50 rs for the driver having wasted my time. I think its time to get off the app. I might miss my flight and will be paying to miss it! 🙏🏼,Sorry to hear about that! Can you please contact us via so our team can connect?,168,80
UBER_0363,13972,13970,Wed Nov 01 00:48:00 +0000 2017,why do I never receive promos !!!!!!!!,"Hi, Brittany. You can always share your referral code with friends so you can rack up free rides when they sign up!",38,115
UBER_0364,390863,390862,Sun Oct 08 23:23:28 +0000 2017,"Ok so I ordered from uber eats, got my food delivered to me and for some odd reason the delivery was cancelled as soon as it got here.....",Perhaps we can assist! Please DM us your email associated with your account so we can look into this.,138,101
